tissue	trait	p1_trait_prior	p2_tissue_prior	p12	pm1	pm2	enloc_enrich_intercept_effect(inteffect)	inteffect_95ci_lower	inteffect_95ci_upper	enloc_enrich_log_odds_ratio_effect(logor)	logor_95ci_lower	logor_95ci_upper
Stomach	Chronotype	2.21604E-05	2.18097E-03	5.51073E-08	2.22155E-05	2.18103E-03	-10.715	-10.739	-10.691	0.129	-2.234	2.493
Stomach	Chronotype_UKB	6.06589E-05	2.17257E-03	8.46267E-06	6.91216E-05	2.18103E-03	-9.708	-9.741	-9.675	4.160	2.776	5.544
Stomach	Coronary_Artery_Disease	2.47371E-05	2.17459E-03	6.44043E-06	3.11775E-05	2.18103E-03	-10.605	-10.666	-10.545	4.783	3.191	6.375
Stomach	Crohns_Disease	2.40781E-05	2.17615E-03	4.87595E-06	2.89541E-05	2.18103E-03	-10.632	-10.744	-10.520	4.531	1.901	7.160
Stomach	Crohns_Disease_UKBS	2.22269E-05	2.18098E-03	4.54352E-08	2.22724E-05	2.18103E-03	-10.712	-10.736	-10.688	-0.067	-1.596	1.461
Stomach	Deep_Venous_Thrombosis_UKB	9.87807E-06	2.18101E-03	2.29037E-08	9.90097E-06	2.18103E-03	-11.523	-11.549	-11.497	0.059	-1.807	1.926
Stomach	Deep_Venous_Thrombosis_UKBS	9.70186E-06	2.18101E-03	2.20056E-08	9.72386E-06	2.18103E-03	-11.541	-11.567	-11.515	0.037	-1.871	1.944
Stomach	Depressive_Symptoms	9.65347E-06	2.18101E-03	2.14623E-08	9.67493E-06	2.18103E-03	-11.546	-11.572	-11.520	0.017	-1.973	2.007
Stomach	Diastolic_Blood_Pressure	1.14537E-05	2.18100E-03	2.58496E-08	1.14796E-05	2.18103E-03	-11.375	-11.400	-11.350	0.032	-2.277	2.341
Stomach	ER-negative_Breast_Cancer	2.47618E-05	2.18092E-03	1.13551E-07	2.48754E-05	2.18103E-03	-10.604	-10.650	-10.558	0.741	-2.562	4.044
Stomach	ER-positive_Breast_Cancer	8.16878E-06	2.18101E-03	1.86212E-08	8.18740E-06	2.18103E-03	-11.713	-11.739	-11.687	0.042	-2.268	2.353
Stomach	Eczema	1.21985E-05	2.18100E-03	3.21462E-08	1.22307E-05	2.18103E-03	-11.312	-11.340	-11.285	0.187	-2.019	2.394
Stomach	Eczema_UKBS	1.19929E-05	2.18100E-03	3.05173E-08	1.20234E-05	2.18103E-03	-11.329	-11.354	-11.304	0.152	-2.762	3.067
Stomach	Education_Years	7.27664E-05	2.17676E-03	4.26991E-06	7.70363E-05	2.18103E-03	-9.526	-9.586	-9.466	3.292	0.657	5.927
Stomach	Eosinophil_Count	6.37050E-05	2.17106E-03	9.97387E-06	7.36789E-05	2.18103E-03	-9.659	-9.695	-9.622	4.276	3.219	5.332
Stomach	Epilepsy	4.35499E-06	2.18102E-03	9.61480E-09	4.36461E-06	2.18103E-03	-12.342	-12.370	-12.314	0.010	-4.193	4.212
Stomach	Epilepsy_UKB	3.34581E-05	2.18097E-03	5.90439E-08	3.35171E-05	2.18103E-03	-10.303	-10.326	-10.280	-0.214	-2.390	1.962
Stomach	Fasting_Glucose	7.13720E-06	2.18101E-03	1.96937E-08	7.15689E-06	2.18103E-03	-11.848	-11.879	-11.817	0.233	-1.731	2.197
Stomach	Fasting_Insulin	4.21189E-07	2.18103E-03	9.20634E-10	4.22110E-07	2.18103E-03	-14.678	-14.711	-14.645	-0.000	-0.869	0.868
Stomach	Fathers_Age_At_Death_UKB	1.27091E-05	2.18084E-03	1.87583E-07	1.28966E-05	2.18103E-03	-11.271	-11.500	-11.042	1.910	-3.358	7.177
Stomach	Fluid_Intelligence_Score_UKB	4.44908E-05	2.17071E-03	1.03172E-05	5.48080E-05	2.18103E-03	-10.018	-10.065	-9.971	4.669	3.420	5.917
Stomach	Gout_UKBS	1.45459E-05	2.18099E-03	3.59918E-08	1.45819E-05	2.18103E-03	-11.136	-11.161	-11.111	0.124	-1.752	2.000
Stomach	Granulocyte_Count	6.00554E-05	2.16639E-03	1.46409E-05	7.46962E-05	2.18103E-03	-9.718	-9.754	-9.682	4.721	3.839	5.604
Stomach	HDL_Cholesterol	3.02742E-05	2.18065E-03	3.81508E-07	3.06557E-05	2.18103E-03	-10.403	-10.440	-10.365	1.752	-1.076	4.580
Stomach	HDL_Cholesterol_NMR	8.47668E-06	2.18101E-03	2.42956E-08	8.50097E-06	2.18103E-03	-11.676	-11.703	-11.650	0.271	-1.897	2.439
Stomach	Hayfever_UKB	4.48481E-05	2.17257E-03	8.46267E-06	5.33108E-05	2.18103E-03	-10.010	-10.050	-9.970	4.462	3.195	5.729
Stomach	Heart_Attack_UKB	1.43437E-05	2.18099E-03	4.44021E-08	1.43881E-05	2.18103E-03	-11.150	-11.175	-11.125	0.348	-1.994	2.690
Stomach	Heart_Rate	1.38781E-05	2.18084E-03	1.85160E-07	1.40633E-05	2.18103E-03	-11.183	-11.282	-11.084	1.809	-1.754	5.372
Stomach	Height	1.18180E-04	2.17139E-03	9.64194E-06	1.27822E-04	2.18103E-03	-9.041	-9.069	-9.014	3.624	2.659	4.590
Stomach	High_Cholesterol_UKBS	2.59534E-05	2.17279E-03	8.23809E-06	3.41914E-05	2.18103E-03	-10.557	-10.618	-10.496	4.982	3.532	6.432
Stomach	High_Light_Scatter_Reticulocyte_Count	6.41525E-05	2.17218E-03	8.85061E-06	7.30031E-05	2.18103E-03	-9.652	-9.687	-9.617	4.149	3.029	5.270
Stomach	Hip_Circumference_EUR	2.88843E-05	2.17970E-03	1.32571E-06	3.02100E-05	2.18103E-03	-10.450	-10.496	-10.404	3.045	0.584	5.507
Stomach	Hypertension_UKBS	6.26313E-05	2.16781E-03	1.32166E-05	7.58479E-05	2.18103E-03	-9.676	-9.705	-9.647	4.576	3.591	5.561
Stomach	Hyperthyroidism_UKBS	1.48398E-05	2.18100E-03	3.27955E-08	1.48726E-05	2.18103E-03	-11.116	-11.141	-11.091	0.011	-2.378	2.401
Stomach	Hypothyroidism_UKBS	3.57765E-05	2.17183E-03	9.20112E-06	4.49776E-05	2.18103E-03	-10.236	-10.279	-10.194	4.772	3.463	6.080
Stomach	Inflammatory_Bowel_Disease	2.85112E-05	2.17439E-03	6.63597E-06	3.51472E-05	2.18103E-03	-10.463	-10.520	-10.407	4.671	3.135	6.207
Stomach	Inflammatory_Bowel_Disease_UKBS	8.66815E-05	2.18092E-03	1.09536E-07	8.67910E-05	2.18103E-03	-9.351	-9.372	-9.330	-0.548	-1.734	0.638
Stomach	Insomnia_In_Both_Sexes	5.75645E-06	2.18102E-03	1.25072E-08	5.76896E-06	2.18103E-03	-12.063	-12.090	-12.036	-0.006	-1.282	1.270
Stomach	Insomnia_UKB	3.42023E-05	2.17166E-03	9.36752E-06	4.35698E-05	2.18103E-03	-10.281	-10.332	-10.231	4.835	3.339	6.331
Stomach	Insomnia_UKBS	5.36388E-05	2.18095E-03	8.13101E-08	5.37201E-05	2.18103E-03	-9.831	-9.853	-9.809	-0.366	-1.791	1.060
Stomach	Intracraneal_Volume	1.87822E-06	2.18103E-03	4.10952E-09	1.88233E-06	2.18103E-03	-13.183	-13.212	-13.154	0.001	-2.511	2.513
Stomach	Irritable_Bowel_Syndrome_UKBS	1.75475E-06	2.18103E-03	3.85475E-09	1.75860E-06	2.18103E-03	-13.251	-13.281	-13.221	0.005	-4.030	4.041
Stomach	LDL_Cholesterol	2.53633E-05	2.18064E-03	3.90774E-07	2.57540E-05	2.18103E-03	-10.580	-10.624	-10.535	1.953	-1.162	5.068
Stomach	LDL_Cholesterol_NMR	9.83864E-06	2.18065E-03	3.76582E-07	1.02152E-05	2.18103E-03	-11.527	-11.628	-11.426	2.863	-0.347	6.073
Stomach	Lymphocyte_Count	6.89415E-05	2.17149E-03	9.53692E-06	7.84784E-05	2.18103E-03	-9.580	-9.626	-9.535	4.152	2.980	5.323
Stomach	Migraine_UKB	2.69855E-05	2.18098E-03	4.94660E-08	2.70350E-05	2.18103E-03	-10.518	-10.542	-10.494	-0.176	-11.112	10.760
Stomach	Migraine_UKBS	1.28882E-05	2.18100E-03	2.90871E-08	1.29173E-05	2.18103E-03	-11.257	-11.282	-11.232	0.032	-2.070	2.133
Stomach	Monocyte_Count	6.85291E-05	2.17046E-03	1.05666E-05	7.90957E-05	2.18103E-03	-9.586	-9.618	-9.554	4.261	3.241	5.280
Stomach	Mothers_Age_At_Death_UKB	4.91024E-06	2.18102E-03	1.10045E-08	4.92124E-06	2.18103E-03	-12.222	-12.250	-12.194	0.025	-2.584	2.634
Stomach	Multiple_Sclerosis	1.18973E-05	2.18091E-03	1.19015E-07	1.20164E-05	2.18103E-03	-11.337	-11.467	-11.207	1.521	-2.906	5.947
Stomach	Multiple_Sclerosis_UKBS	2.00516E-05	2.18098E-03	4.93178E-08	2.01009E-05	2.18103E-03	-10.815	-10.839	-10.790	0.118	-2.216	2.451
Stomach	Myeloid_White_Cell_Count	6.08411E-05	2.16621E-03	1.48164E-05	7.56576E-05	2.18103E-03	-9.705	-9.745	-9.665	4.720	3.846	5.593
Stomach	Neuroticism	7.97648E-08	2.18103E-03	1.74350E-10	7.99392E-08	2.18103E-03	-16.342	-16.379	-16.305	0.000	-0.305	0.305
Stomach	Neuroticism_UKB	5.49966E-05	2.17426E-03	6.76961E-06	6.17662E-05	2.18103E-03	-9.806	-9.838	-9.774	4.034	2.511	5.557
Stomach	Neutrophil_Count	5.95173E-05	2.16690E-03	1.41265E-05	7.36439E-05	2.18103E-03	-9.727	-9.768	-9.687	4.694	3.773	5.615
Stomach	Osteoporosis_UKBS	1.13852E-05	2.18100E-03	2.65040E-08	1.14117E-05	2.18103E-03	-11.381	-11.407	-11.355	0.063	-1.793	1.919
Stomach	Parkinsons_Disease_UKBS	3.26974E-05	2.18097E-03	5.80486E-08	3.27554E-05	2.18103E-03	-10.326	-10.349	-10.303	-0.208	-3.010	2.595
Stomach	Platelet_Count	7.26210E-05	2.16569E-03	1.53405E-05	8.79615E-05	2.18103E-03	-9.528	-9.564	-9.493	4.578	3.785	5.371
Stomach	Psoriasis_UKBS	1.71211E-05	2.18036E-03	6.71155E-07	1.77922E-05	2.18103E-03	-10.973	-11.062	-10.885	2.887	-0.777	6.551
Stomach	Psychological_Problem_UKBS	5.11251E-05	2.18095E-03	8.05011E-08	5.12056E-05	2.18103E-03	-9.879	-9.901	-9.857	-0.328	-1.822	1.166
Stomach	Pubertal_Height_Female	6.90960E-07	2.18103E-03	1.50879E-09	6.92469E-07	2.18103E-03	-14.183	-14.215	-14.151	-0.001	-0.834	0.832
Stomach	Pubertal_Height_Male	1.27294E-06	2.18103E-03	2.81315E-09	1.27575E-06	2.18103E-03	-13.572	-13.603	-13.541	0.011	-2.207	2.230
Stomach	Pulmonary_Embolism_UKB	1.26330E-05	2.18100E-03	2.68777E-08	1.26599E-05	2.18103E-03	-11.277	-11.303	-11.251	-0.027	-1.523	1.468
Stomach	Red_Blood_Cell_Count	7.15399E-05	2.17075E-03	1.02762E-05	8.18161E-05	2.18103E-03	-9.543	-9.577	-9.509	4.190	3.192	5.188
Stomach	Reticulocyte_Count	6.35142E-05	2.17216E-03	8.86826E-06	7.23825E-05	2.18103E-03	-9.662	-9.700	-9.625	4.161	3.009	5.312
Stomach	Rheumatoid_Arthritis	2.72840E-05	2.17496E-03	6.06641E-06	3.33504E-05	2.18103E-03	-10.507	-10.553	-10.462	4.625	3.261	5.988
Stomach	Rheumatoid_Arthritis_UKBS	1.01180E-05	2.18101E-03	2.32498E-08	1.01413E-05	2.18103E-03	-11.499	-11.525	-11.473	0.050	-1.697	1.798
Stomach	Schizophrenia	8.15524E-05	2.17112E-03	9.91448E-06	9.14669E-05	2.18103E-03	-9.412	-9.451	-9.373	4.023	2.826	5.220
Stomach	Schizophrenia_UKBS	4.88756E-05	2.18095E-03	7.65752E-08	4.89522E-05	2.18103E-03	-9.924	-9.947	-9.901	-0.333	-1.848	1.182
Stomach	Sleep_Duration	8.76107E-06	2.18101E-03	1.93037E-08	8.78038E-06	2.18103E-03	-11.643	-11.669	-11.617	0.008	-2.489	2.505
Stomach	Sleep_Duration_UKB	4.16493E-05	2.17224E-03	8.78912E-06	5.04385E-05	2.18103E-03	-10.084	-10.132	-10.035	4.574	3.050	6.097
Stomach	Smoker	4.29268E-07	2.18103E-03	9.38293E-10	4.30207E-07	2.18103E-03	-14.659	-14.692	-14.626	-0.000	-0.990	0.990
Stomach	Standing_Height_UKB	1.05554E-04	2.16898E-03	1.20494E-05	1.17603E-04	2.18103E-03	-9.154	-9.179	-9.129	3.961	3.249	4.672
Stomach	Stroke	1.26659E-06	2.18103E-03	2.77127E-09	1.26936E-06	2.18103E-03	-13.577	-13.608	-13.546	0.001	-1.457	1.460
Stomach	Sum_Basophil_Neutrophil_Count	5.92205E-05	2.16652E-03	1.45106E-05	7.37311E-05	2.18103E-03	-9.732	-9.774	-9.690	4.726	3.825	5.626
Stomach	Sum_Eosinophil_Basophil_Count	6.30712E-05	2.17105E-03	9.98381E-06	7.30550E-05	2.18103E-03	-9.669	-9.709	-9.628	4.287	3.228	5.345
Stomach	Sum_Neutrophil_Eosinophil_Count	6.01155E-05	2.16671E-03	1.43244E-05	7.44398E-05	2.18103E-03	-9.717	-9.753	-9.680	4.698	3.802	5.593
Stomach	Systemic_Lupus_Erythematosus	3.57407E-05	2.18053E-03	5.02240E-07	3.62430E-05	2.18103E-03	-10.237	-10.279	-10.196	1.861	-0.558	4.280
Stomach	Systolic_Blood_Pressure	1.11933E-05	2.18101E-03	2.34835E-08	1.12168E-05	2.18103E-03	-11.398	-11.424	-11.372	-0.041	-2.849	2.766
Stomach	Triglycerides	2.22937E-05	2.17827E-03	2.76015E-06	2.50539E-05	2.18103E-03	-10.709	-10.765	-10.654	4.038	2.519	5.556
Stomach	Triglycerides_NMR	1.01586E-05	2.18089E-03	1.41068E-07	1.02996E-05	2.18103E-03	-11.495	-11.568	-11.423	1.849	-1.270	4.968
Stomach	Type_1_Diabetes_UKBS	5.59955E-05	2.18095E-03	8.47130E-08	5.60802E-05	2.18103E-03	-9.788	-9.810	-9.766	-0.368	-1.748	1.012
Stomach	Type_2_Diabetes	1.56475E-05	2.18099E-03	3.99365E-08	1.56874E-05	2.18103E-03	-11.063	-11.088	-11.038	0.155	-2.176	2.486
Stomach	Type_2_Diabetes_UKBS	1.10156E-05	2.18101E-03	2.36012E-08	1.10392E-05	2.18103E-03	-11.414	-11.440	-11.388	-0.020	-1.698	1.659
Stomach	Ulcerative_Colitis	2.46876E-05	2.18005E-03	9.82261E-07	2.56699E-05	2.18103E-03	-10.607	-10.711	-10.504	2.902	-1.072	6.875
Stomach	Ulcerative_Colitis_UKBS	1.62535E-05	2.18099E-03	3.94601E-08	1.62930E-05	2.18103E-03	-11.025	-11.051	-10.999	0.105	-1.933	2.143
Stomach	Waist-to-Hip_Ratio_EUR	1.86586E-05	2.18092E-03	1.08990E-07	1.87676E-05	2.18103E-03	-10.887	-10.955	-10.818	0.983	-2.929	4.895
Stomach	Waist_Circumference_EUR	2.68509E-05	2.18043E-03	6.04276E-07	2.74552E-05	2.18103E-03	-10.523	-10.592	-10.455	2.332	-1.045	5.708
Stomach	White_Blood_Cell_Count	6.61722E-05	2.16601E-03	1.50239E-05	8.11961E-05	2.18103E-03	-9.621	-9.662	-9.580	4.650	3.820	5.479
Testis	Adiponectin	7.28989E-06	4.00632E-03	3.83358E-08	7.32823E-06	4.00636E-03	-11.825	-11.858	-11.792	0.268	-2.727	3.263
Testis	Alzheimers_Disease	1.36465E-05	4.00626E-03	9.75504E-08	1.37440E-05	4.00636E-03	-11.198	-11.265	-11.131	0.575	-2.585	3.735
Testis	Ankylosing_Spondylitis_UKBS	2.19655E-05	4.00629E-03	6.73146E-08	2.20328E-05	4.00636E-03	-10.722	-10.746	-10.698	-0.272	-3.146	2.602
Testis	Asthma	1.23602E-05	4.00604E-03	3.19678E-07	1.26799E-05	4.00636E-03	-11.297	-11.323	-11.270	1.861	-0.144	3.865
Testis	Asthma_TAGC_EUR	1.64033E-05	4.00614E-03	2.18184E-07	1.66214E-05	4.00636E-03	-11.014	-11.102	-10.927	1.196	-2.140	4.532
Testis	Asthma_UKB	3.63960E-05	3.99999E-03	6.36649E-06	4.27625E-05	4.00636E-03	-10.217	-10.259	-10.175	3.774	2.339	5.209
Testis	Asthma_UKBS	3.63233E-05	3.99884E-03	7.52145E-06	4.38448E-05	4.00636E-03	-10.219	-10.263	-10.174	3.943	2.597	5.288
Testis	Attention_Deficit_Hyperactivity_Disorder	3.56397E-05	4.00617E-03	1.85184E-07	3.58249E-05	4.00636E-03	-10.238	-10.262	-10.215	0.256	-8.495	9.008
Testis	Autism_Spectrum_Disorder	8.57697E-07	4.00636E-03	3.45352E-09	8.61150E-07	4.00636E-03	-13.965	-13.997	-13.933	0.001	-1.726	1.728
Testis	BMI_Active_Inds	2.01555E-05	4.00471E-03	1.65240E-06	2.18079E-05	4.00636E-03	-10.808	-10.889	-10.728	3.015	0.483	5.548
Testis	BMI_Childhood	1.28904E-05	4.00631E-03	5.07738E-08	1.29412E-05	4.00636E-03	-11.255	-11.281	-11.229	-0.021	-2.186	2.143
Testis	BMI_EUR	3.99831E-05	4.00436E-03	1.99998E-06	4.19830E-05	4.00636E-03	-10.123	-10.168	-10.078	2.521	0.442	4.599
Testis	BMI_UKB	9.61971E-05	3.99380E-03	1.25598E-05	1.08757E-04	4.00636E-03	-9.245	-9.274	-9.217	3.483	2.600	4.366
Testis	Balding_Pattern_2_UKB	2.37711E-05	4.00627E-03	8.84442E-08	2.38596E-05	4.00636E-03	-10.643	-10.667	-10.618	-0.078	-2.168	2.012
Testis	Balding_Pattern_3_UKB	2.16385E-05	4.00627E-03	8.65197E-08	2.17250E-05	4.00636E-03	-10.737	-10.762	-10.713	-0.006	-2.025	2.013
Testis	Balding_Pattern_4_UKB	4.93751E-05	4.00256E-03	3.80261E-06	5.31777E-05	4.00636E-03	-9.912	-9.945	-9.878	2.953	1.293	4.612
Testis	Birth_Length	1.04341E-06	4.00636E-03	4.20129E-09	1.04761E-06	4.00636E-03	-13.769	-13.800	-13.738	0.001	-4.843	4.845
Testis	Birth_Weight	2.32074E-05	3.99018E-03	1.61770E-05	3.93845E-05	4.00636E-03	-10.667	-10.719	-10.615	5.159	4.159	6.160
Testis	Birth_Weight_UKB	3.96645E-05	3.98956E-03	1.68010E-05	5.64654E-05	4.00636E-03	-10.131	-10.173	-10.089	4.661	3.734	5.588
Testis	Body_Fat_Percentage_UKB	8.99637E-05	3.99045E-03	1.59054E-05	1.05869E-04	4.00636E-03	-9.312	-9.339	-9.285	3.787	2.964	4.611
Testis	Bone_Mineral_Density	7.03916E-06	4.00633E-03	2.86853E-08	7.06785E-06	4.00636E-03	-11.860	-11.886	-11.834	0.013	-2.051	2.077
Testis	Breast_Cancer	2.62186E-05	4.00006E-03	6.29695E-06	3.25156E-05	4.00636E-03	-10.545	-10.591	-10.500	4.091	2.386	5.795
Testis	CH2DB_NMR	4.67155E-06	4.00634E-03	2.06846E-08	4.69224E-06	4.00636E-03	-12.270	-12.298	-12.242	0.096	-2.099	2.291
Testis	Celiac_Disease	5.63778E-06	4.00633E-03	3.36962E-08	5.67148E-06	4.00636E-03	-12.082	-12.113	-12.051	0.396	-2.678	3.471
Testis	Chronic_Kidney_Disease	4.32967E-06	4.00634E-03	1.89801E-08	4.34865E-06	4.00636E-03	-12.346	-12.374	-12.318	0.086	-2.643	2.815
Testis	Chronotype	2.18778E-05	4.00616E-03	2.00807E-07	2.20786E-05	4.00636E-03	-10.726	-10.781	-10.672	0.825	-2.623	4.273
Testis	Chronotype_UKB	5.81740E-05	3.99424E-03	1.21170E-05	7.02910E-05	4.00636E-03	-9.748	-9.782	-9.715	3.950	2.767	5.134
Testis	Coronary_Artery_Disease	2.38426E-05	3.99882E-03	7.54401E-06	3.13866E-05	4.00636E-03	-10.640	-10.691	-10.590	4.367	2.905	5.829
Testis	Crohns_Disease	2.48652E-05	4.00265E-03	3.70881E-06	2.85741E-05	4.00636E-03	-10.598	-10.694	-10.502	3.614	0.983	6.244
Testis	Crohns_Disease_UKBS	2.21863E-05	4.00629E-03	7.29939E-08	2.22593E-05	4.00636E-03	-10.712	-10.736	-10.688	-0.201	-2.459	2.057
Testis	Deep_Venous_Thrombosis_UKB	9.81082E-06	4.00631E-03	5.41837E-08	9.86501E-06	4.00636E-03	-11.528	-11.562	-11.493	0.317	-2.165	2.799
Testis	Deep_Venous_Thrombosis_UKBS	9.61656E-06	4.00630E-03	6.32047E-08	9.67976E-06	4.00636E-03	-11.548	-11.584	-11.513	0.491	-2.162	3.143
Testis	Depressive_Symptoms	9.63581E-06	4.00632E-03	4.25374E-08	9.67835E-06	4.00636E-03	-11.546	-11.572	-11.520	0.093	-2.905	3.092
Testis	Diastolic_Blood_Pressure	1.13871E-05	4.00628E-03	7.89152E-08	1.14661E-05	4.00636E-03	-11.379	-11.412	-11.346	0.544	-2.914	4.002
Testis	ER-negative_Breast_Cancer	2.39381E-05	4.00576E-03	5.98391E-07	2.45365E-05	4.00636E-03	-10.636	-10.746	-10.525	1.827	-1.792	5.447
Testis	ER-positive_Breast_Cancer	8.12128E-06	4.00632E-03	4.27506E-08	8.16403E-06	4.00636E-03	-11.717	-11.755	-11.678	0.269	-3.989	4.528
Testis	Eczema	1.21762E-05	4.00629E-03	7.42453E-08	1.22505E-05	4.00636E-03	-11.312	-11.345	-11.278	0.416	-2.425	3.258
Testis	Eczema_UKBS	1.18994E-05	4.00627E-03	8.54877E-08	1.19848E-05	4.00636E-03	-11.335	-11.375	-11.295	0.580	-2.259	3.418
Testis	Education_Years	7.00652E-05	3.99818E-03	8.17920E-06	7.82444E-05	4.00636E-03	-9.562	-9.619	-9.505	3.370	1.595	5.146
Testis	Eosinophil_Count	6.29558E-05	3.99596E-03	1.04024E-05	7.33582E-05	4.00636E-03	-9.669	-9.708	-9.629	3.718	2.626	4.810
Testis	Epilepsy	4.34703E-06	4.00634E-03	1.76262E-08	4.36465E-06	4.00636E-03	-12.342	-12.370	-12.314	0.008	-2.303	2.318
Testis	Epilepsy_UKB	3.34303E-05	4.00628E-03	8.37949E-08	3.35141E-05	4.00636E-03	-10.302	-10.325	-10.279	-0.473	-2.188	1.241
Testis	Fasting_Glucose	7.09570E-06	4.00632E-03	4.36578E-08	7.13936E-06	4.00636E-03	-11.852	-11.891	-11.813	0.425	-2.598	3.448
Testis	Fasting_Insulin	4.20419E-07	4.00636E-03	1.68774E-09	4.22106E-07	4.00636E-03	-14.678	-14.711	-14.645	-0.002	-1.213	1.209
Testis	Fathers_Age_At_Death_UKB	1.16988E-05	4.00561E-03	7.52353E-07	1.24511E-05	4.00636E-03	-11.352	-11.692	-11.011	2.772	-1.902	7.446
Testis	Fluid_Intelligence_Score_UKB	3.95457E-05	3.98886E-03	1.75010E-05	5.70467E-05	4.00636E-03	-10.134	-10.179	-10.089	4.705	3.769	5.641
Testis	Gout_UKBS	1.44469E-05	4.00628E-03	7.69668E-08	1.45239E-05	4.00636E-03	-11.141	-11.170	-11.111	0.281	-2.382	2.944
Testis	Granulocyte_Count	6.17710E-05	3.99438E-03	1.19848E-05	7.37558E-05	4.00636E-03	-9.688	-9.732	-9.644	3.879	2.868	4.889
Testis	HDL_Cholesterol	3.03400E-05	4.00604E-03	3.18720E-07	3.06587E-05	4.00636E-03	-10.399	-10.436	-10.362	0.960	-2.453	4.372
Testis	HDL_Cholesterol_NMR	8.46117E-06	4.00631E-03	4.83459E-08	8.50952E-06	4.00636E-03	-11.676	-11.703	-11.650	0.351	-2.202	2.904
Testis	Hayfever_UKB	4.51708E-05	3.99861E-03	7.75007E-06	5.29209E-05	4.00636E-03	-10.001	-10.046	-9.957	3.755	2.381	5.129
Testis	Heart_Attack_UKB	1.40621E-05	4.00620E-03	1.64573E-07	1.42267E-05	4.00636E-03	-11.168	-11.249	-11.087	1.068	-2.577	4.714
Testis	Heart_Rate	1.13644E-05	4.00387E-03	2.48934E-06	1.38537E-05	4.00636E-03	-11.381	-11.630	-11.131	3.998	0.442	7.553
Testis	Height	1.13793E-04	3.99218E-03	1.41837E-05	1.27977E-04	4.00636E-03	-9.077	-9.103	-9.050	3.437	2.701	4.172
Testis	High_Cholesterol_UKBS	2.61401E-05	3.99845E-03	7.90632E-06	3.40464E-05	4.00636E-03	-10.548	-10.622	-10.474	4.322	2.793	5.851
Testis	High_Light_Scatter_Reticulocyte_Count	6.26418E-05	3.99599E-03	1.03713E-05	7.30132E-05	4.00636E-03	-9.674	-9.709	-9.640	3.720	2.719	4.721
Testis	Hip_Circumference_EUR	2.72613E-05	4.00260E-03	3.75730E-06	3.10186E-05	4.00636E-03	-10.506	-10.564	-10.449	3.535	1.892	5.179
Testis	Hypertension_UKBS	5.97660E-05	3.98932E-03	1.70368E-05	7.68028E-05	4.00636E-03	-9.721	-9.755	-9.688	4.265	3.464	5.066
Testis	Hyperthyroidism_UKBS	1.47535E-05	4.00629E-03	7.27752E-08	1.48263E-05	4.00636E-03	-11.120	-11.151	-11.088	0.204	-1.898	2.306
Testis	Hypothyroidism_UKBS	3.59619E-05	3.99791E-03	8.45304E-06	4.44149E-05	4.00636E-03	-10.229	-10.282	-10.177	4.070	2.688	5.452
Testis	Inflammatory_Bowel_Disease	2.88892E-05	4.00107E-03	5.28735E-06	3.41765E-05	4.00636E-03	-10.448	-10.517	-10.379	3.819	2.124	5.514
Testis	Inflammatory_Bowel_Disease_UKBS	8.66095E-05	4.00622E-03	1.38291E-07	8.67478E-05	4.00636E-03	-9.350	-9.371	-9.329	-0.924	-2.177	0.329
Testis	Insomnia_In_Both_Sexes	5.74592E-06	4.00634E-03	2.40320E-08	5.76995E-06	4.00636E-03	-12.063	-12.090	-12.036	0.039	-2.906	2.985
Testis	Insomnia_UKB	3.28011E-05	3.99489E-03	1.14704E-05	4.42716E-05	4.00636E-03	-10.321	-10.377	-10.265	4.468	3.108	5.828
Testis	Insomnia_UKBS	5.35943E-05	4.00625E-03	1.06417E-07	5.37007E-05	4.00636E-03	-9.830	-9.852	-9.808	-0.706	-2.182	0.769
Testis	Intracraneal_Volume	1.87479E-06	4.00635E-03	7.57908E-09	1.88236E-06	4.00636E-03	-13.183	-13.212	-13.154	0.005	-2.063	2.073
Testis	Irritable_Bowel_Syndrome_UKBS	1.75154E-06	4.00635E-03	7.16632E-09	1.75870E-06	4.00636E-03	-13.251	-13.281	-13.221	0.017	-2.801	2.834
Testis	LDL_Cholesterol	2.53929E-05	4.00587E-03	4.87979E-07	2.58809E-05	4.00636E-03	-10.577	-10.614	-10.540	1.564	-0.828	3.956
Testis	LDL_Cholesterol_NMR	1.04175E-05	4.00628E-03	8.14813E-08	1.04990E-05	4.00636E-03	-11.468	-11.526	-11.410	0.665	-4.172	5.502
Testis	Lymphocyte_Count	6.76555E-05	3.99554E-03	1.08150E-05	7.84705E-05	4.00636E-03	-9.597	-9.635	-9.559	3.685	2.632	4.738
Testis	Migraine_UKB	2.69361E-05	4.00629E-03	7.38012E-08	2.70099E-05	4.00636E-03	-10.518	-10.541	-10.495	-0.384	-2.312	1.544
Testis	Migraine_UKBS	1.28646E-05	4.00630E-03	5.51127E-08	1.29198E-05	4.00636E-03	-11.257	-11.282	-11.232	0.063	-2.172	2.299
Testis	Monocyte_Count	6.79266E-05	3.99576E-03	1.06014E-05	7.85280E-05	4.00636E-03	-9.593	-9.633	-9.552	3.661	2.655	4.668
Testis	Mothers_Age_At_Death_UKB	4.90125E-06	4.00634E-03	1.98338E-08	4.92109E-06	4.00636E-03	-12.222	-12.250	-12.194	0.006	-1.415	1.426
